model,timeseries,sMAPE,MAPE,ShapeSimilarity,Grubbs
Arima,Y899,56.24,81.72,2263.61,0
Theta,Y899,105.43,90.01,2430.0,0
Prophet,Y899,80.35,139.3,3926.6,0
Last Value,Y900,40.8,53.13,13800.0,0
Mean Value,Y900,65.09,99.18,26250.0,0
Random Walk,Y900,33.19,41.39,9824.19,0
Arima,Y900,42.91,56.51,14725.86,0
Theta,Y900,48.34,36.21,9000.0,0
Prophet,Y900,82.53,144.73,38446.17,0
Last Value,Y901,11.14,10.38,401.0,0
Mean Value,Y901,90.74,169.42,5842.0,0
Random Walk,Y901,50.43,70.53,2270.61,0
Arima,Y901,13.76,12.2,477.88,0
Theta,Y901,96.39,187.6,6547.0,0
Prophet,Y901,46.44,61.28,2121.08,0
Last Value,Y902,40.3,32.52,2779.0,0
Mean Value,Y902,60.49,91.33,6714.2,0
Random Walk,Y902,68.49,47.28,4098.46,0
Arima,Y902,38.07,30.91,2656.79,0
Theta,Y902,77.59,65.41,4952.0,0
Prophet,Y902,24.18,27.24,1834.96,0
Last Value,Y903,44.97,34.91,2428.0,0
Mean Value,Y903,78.47,140.84,7696.7,0
Random Walk,Y903,82.29,54.69,3695.62,0
Arima,Y903,103.66,65.57,4346.79,0
Theta,Y903,51.13,65.5,3422.0,0
Prophet,Y903,57.38,91.62,4752.34,0
Last Value,Y904,25.47,21.92,5500.0,0
Mean Value,Y904,56.0,85.6,16080.0,0
Random Walk,Y904,19.09,18.24,3794.19,0
Arima,Y904,46.05,64.21,11822.26,0
Theta,Y904,90.99,172.58,36300.0,0
Prophet,Y904,37.14,52.62,9159.12,0
Last Value,Y905,57.16,42.59,3928.0,0
Mean Value,Y905,61.91,101.06,7046.9,0
Random Walk,Y905,89.01,56.73,5292.31,0
Arima,Y905,54.45,40.8,3795.2,0
Theta,Y905,42.65,69.44,4283.0,0
Prophet,Y905,30.93,40.99,2595.42,0
Last Value,Y906,31.43,36.53,1570.0,0
Mean Value,Y906,119.57,331.61,14274.0,0
Random Walk,Y906,172.55,225.66,12118.69,0
Arima,Y906,35.99,31.14,1724.77,0
Theta,Y906,74.01,114.57,4680.0,0
Prophet,Y906,131.61,423.17,18494.23,0
Last Value,Y907,61.68,44.88,5870.0,0
Mean Value,Y907,130.69,511.61,38346.0,0
Random Walk,Y907,31.67,47.8,2675.41,0
Arima,Y907,57.25,46.14,5509.9,0
Theta,Y907,90.39,235.69,15960.0,0
Prophet,Y907,131.07,515.81,38670.1,0
Last Value,Y908,31.54,27.06,5700.0,0
Mean Value,Y908,50.55,78.87,11000.0,0
Random Walk,Y908,32.88,31.3,4422.02,0
Arima,Y908,30.89,26.67,5604.56,0
Theta,Y908,51.39,83.64,11600.0,0
Prophet,Y908,69.37,124.54,18074.66,0
Last Value,Y909,58.52,84.72,4226.0,0
Mean Value,Y909,28.61,34.67,1676.9,0
Random Walk,Y909,63.65,97.32,4826.58,0
Arima,Y909,58.73,85.16,4248.29,0
Theta,Y909,61.65,46.63,2476.0,0
Prophet,Y909,76.45,128.52,6395.35,0
Last Value,Y910,44.53,54.26,6700.0,0
Mean Value,Y910,110.99,313.84,34330.0,0
Random Walk,Y910,47.79,41.85,4930.85,0
Arima,Y910,43.01,49.1,6450.76,0
Theta,Y910,113.11,385.05,39400.0,0
Prophet,Y910,99.19,246.41,26531.54,0
Last Value,Y911,23.99,20.78,6400.0,0
Mean Value,Y911,55.17,78.36,21380.0,0
Random Walk,Y911,19.23,17.31,5195.89,0
Arima,Y911,35.57,29.6,8884.41,0
Theta,Y911,92.54,186.41,52400.0,0
Prophet,Y911,48.56,37.14,11095.33,0
Last Value,Y912,34.63,43.6,9000.0,0
Mean Value,Y912,35.0,44.15,9120.0,0
Random Walk,Y912,37.22,49.93,10049.66,0
Arima,Y912,22.97,26.71,5481.72,0
Theta,Y912,67.96,48.83,10800.0,0
Prophet,Y912,42.44,56.02,11664.84,0
Last Value,Y913,19.77,18.73,2790.0,0
Mean Value,Y913,48.78,69.57,8839.0,0
Random Walk,Y913,65.36,43.58,7019.75,0
Arima,Y913,27.48,23.36,3720.7,0
Theta,Y913,79.17,137.75,20040.0,0
Prophet,Y913,57.03,84.93,11001.13,0
Last Value,Y914,22.72,19.69,3100.0,0
Mean Value,Y914,21.36,25.82,3080.0,0
Random Walk,Y914,97.88,60.48,8818.17,0
Arima,Y914,14.38,15.08,2002.14,0
Theta,Y914,43.99,64.65,8000.0,0
Prophet,Y914,27.37,34.35,4158.32,0
Last Value,Y915,18.31,16.5,8400.0,0
Mean Value,Y915,29.11,36.02,13570.0,0
Random Walk,Y915,32.39,26.1,11245.68,0
Arima,Y915,19.0,16.26,8598.61,0
Theta,Y915,37.93,52.75,20200.0,0
Prophet,Y915,56.1,82.99,32735.65,0
Last Value,Y916,22.09,19.03,572.0,0
Mean Value,Y916,94.18,183.28,4789.9,0
Random Walk,Y916,23.21,22.46,490.43,0
Arima,Y916,91.7,60.65,1715.48,0
Theta,Y916,106.62,231.93,6301.0,0
Prophet,Y916,82.15,144.74,3751.68,0
Last Value,Y917,24.42,28.33,834.0,0
Mean Value,Y917,82.22,140.86,4238.1,0
Random Walk,Y917,21.74,25.8,731.37,0
Arima,Y917,55.05,78.09,2335.47,0
Theta,Y917,35.46,45.79,1357.0,0
Prophet,Y917,84.32,147.13,4426.26,0
Last Value,Y918,50.21,36.02,4687.0,0
Mean Value,Y918,59.06,114.64,6732.5,0
Random Walk,Y918,62.63,44.11,4730.25,0
Arima,Y918,47.34,34.29,4493.92,0
Theta,Y918,84.65,60.42,6767.0,0
Prophet,Y918,55.32,103.65,6016.5,0
Last Value,Y919,14.64,15.45,740.0,0
Mean Value,Y919,72.77,117.87,5541.0,0
Random Walk,Y919,31.78,39.61,1835.96,0
Arima,Y919,15.25,16.24,772.3,0
Theta,Y919,77.43,73.04,3110.0,0
Prophet,Y919,43.12,56.45,2631.98,0
Last Value,Y920,16.94,19.42,900.0,0
Mean Value,Y920,84.19,150.24,7544.0,0
Random Walk,Y920,24.22,29.72,1102.44,0
Arima,Y920,15.18,14.66,794.52,0
Theta,Y920,99.39,204.82,10310.0,0
Prophet,Y920,56.77,83.15,4095.7,0
Last Value,Y921,17.28,18.59,7600.0,0
Mean Value,Y921,28.8,36.16,13920.0,0
Random Walk,Y921,17.2,15.42,6132.91,0
Arima,Y921,15.66,14.84,6837.88,0
Theta,Y921,86.99,199.73,77700.0,0
Prophet,Y921,32.92,42.2,16438.34,0
Last Value,Y922,32.51,27.23,6640.0,0
Mean Value,Y922,101.5,211.79,46763.0,0
Random Walk,Y922,46.69,43.01,8001.66,0
Arima,Y922,35.97,29.81,7209.36,0
Theta,Y922,127.93,376.61,86450.0,0
Prophet,Y922,83.39,148.29,32448.57,0
Last Value,Y923,59.0,44.39,4490.0,0
Mean Value,Y923,92.29,183.79,15697.0,0
Random Walk,Y923,115.86,75.46,6992.96,0
Arima,Y923,10.89,11.49,963.87,0
Theta,Y923,91.72,194.79,16060.0,0
Prophet,Y923,41.89,42.06,3892.94,0
Last Value,Y924,18.14,20.68,3400.0,0
Mean Value,Y924,74.28,120.85,21030.0,0
Random Walk,Y924,21.67,26.44,3711.82,0
Arima,Y924,18.12,20.64,3394.81,0
Theta,Y924,125.52,362.65,63000.0,0
Prophet,Y924,77.57,53.06,9506.6,0
Last Value,Y925,25.92,20.73,6800.0,0
Mean Value,Y925,80.95,151.07,30950.0,0
Random Walk,Y925,58.36,40.73,10460.54,0
Arima,Y925,24.03,19.78,6180.98,0
Theta,Y925,126.41,394.86,84800.0,0
Prophet,Y925,56.37,84.35,17126.48,0
Last Value,Y926,15.13,15.54,360.0,0
Mean Value,Y926,104.41,224.78,5061.0,0
Random Walk,Y926,38.08,50.56,1132.11,0
Arima,Y926,20.34,22.71,486.01,0
Theta,Y926,126.04,157.46,3440.0,0
Prophet,Y926,55.76,81.34,1796.84,0
Last Value,Y927,44.12,34.78,6620.0,0
Mean Value,Y927,74.71,154.92,15782.0,0
Random Walk,Y927,62.11,44.15,7030.56,0
Arima,Y927,46.69,49.47,6856.46,0
Theta,Y927,51.36,81.98,6280.0,0
Prophet,Y927,98.85,240.12,26807.24,0
Last Value,Y928,45.81,65.72,11500.0,0
Mean Value,Y928,76.95,135.23,25090.0,0
Random Walk,Y928,60.65,99.59,17614.35,0
Arima,Y928,49.06,72.24,12681.37,0
Theta,Y928,156.95,158.65,27700.0,0
Prophet,Y928,114.39,293.44,55258.1,0
Last Value,Y929,43.38,63.3,6100.0,0
Mean Value,Y929,124.95,379.58,41550.0,0
Random Walk,Y929,53.97,82.35,6976.59,0
Arima,Y929,116.7,317.45,34807.04,0
Theta,Y929,107.72,299.37,30900.0,0
Prophet,Y929,117.95,331.91,35891.94,0
Last Value,Y930,35.86,29.43,5320.0,0
Mean Value,Y930,92.63,190.83,26778.0,0
Random Walk,Y930,70.26,45.56,4864.97,0
Arima,Y930,42.21,32.94,6059.77,0
Theta,Y930,94.0,186.1,27360.0,0
Prophet,Y930,80.83,153.03,20996.93,0
Last Value,Y931,32.43,43.03,1330.0,0
Mean Value,Y931,104.44,248.97,8729.0,0
Random Walk,Y931,66.74,131.59,3964.08,0
Arima,Y931,51.38,83.66,2595.48,0
Theta,Y931,135.39,224.7,7100.0,0
Prophet,Y931,74.88,134.23,4630.04,0
Last Value,Y932,63.15,45.15,12700.0,0
Mean Value,Y932,98.06,231.97,41870.0,0
Random Walk,Y932,61.8,49.02,10289.0,0
Arima,Y932,124.87,76.39,18680.06,0
Theta,Y932,73.95,143.81,25000.0,0
Prophet,Y932,94.35,215.3,38648.55,0
Last Value,Y933,34.0,39.4,4590.0,0
Mean Value,Y933,70.18,126.63,13790.0,0
Random Walk,Y933,68.84,59.26,7758.8,0
Arima,Y933,33.66,46.84,4525.25,0
Theta,Y933,34.75,45.14,3260.0,0
Prophet,Y933,106.83,255.29,30093.31,0
Last Value,Y934,36.34,51.76,1500.0,0
Mean Value,Y934,76.18,143.22,4585.0,0
Random Walk,Y934,22.82,27.49,750.02,0
Arima,Y934,42.87,64.8,1887.53,0
Theta,Y934,87.71,190.13,6070.0,0
Prophet,Y934,62.85,106.74,3339.65,0
Last Value,Y935,14.91,14.5,6220.0,0
Mean Value,Y935,40.2,53.07,20613.0,0
Random Walk,Y935,8.83,9.15,3353.19,0
Arima,Y935,15.76,17.71,6692.59,0
Theta,Y935,121.41,90.25,41020.0,0
Prophet,Y935,44.25,59.8,23373.79,0
Last Value,Y936,12.32,13.35,725.0,0
Mean Value,Y936,64.74,97.89,5521.2,0
Random Walk,Y936,17.2,19.69,881.9,0
Arima,Y936,13.51,15.1,803.59,0
Theta,Y936,58.05,84.61,4755.0,0
Prophet,Y936,40.53,52.54,2917.75,0
Last Value,Y937,31.06,42.98,5250.0,0
Mean Value,Y937,69.0,117.54,16304.0,0
Random Walk,Y937,27.89,35.23,4552.42,0
Arima,Y937,32.38,45.19,5548.4,0
Theta,Y937,97.51,200.95,31370.0,0
Prophet,Y937,77.46,139.51,19679.21,0
Last Value,Y938,32.68,39.73,5080.0,0
Mean Value,Y938,98.61,204.9,26845.0,0
Random Walk,Y938,28.32,33.13,4370.28,0
Arima,Y938,28.76,33.64,4369.25,0
Theta,Y938,123.45,344.67,45250.0,0
Prophet,Y938,70.7,114.63,14885.02,0
Last Value,Y939,36.26,47.56,2480.0,0
Mean Value,Y939,98.59,203.02,11330.0,0
Random Walk,Y939,40.22,59.3,3039.54,0
Arima,Y939,35.0,45.62,2369.85,0
Theta,Y939,59.47,92.68,5060.0,0
Prophet,Y939,75.11,125.64,6957.61,0
Last Value,Y940,40.79,51.72,3200.0,0
Mean Value,Y940,97.66,205.74,12724.0,0
Random Walk,Y940,78.11,140.46,8377.28,0
Arima,Y940,21.74,22.99,1610.75,0
Theta,Y940,66.92,127.13,5980.0,0
Prophet,Y940,85.97,161.91,9958.4,0
Last Value,Y941,26.18,22.42,4300.0,0
Mean Value,Y941,110.61,263.55,41030.0,0
Random Walk,Y941,52.05,38.79,7214.53,0
Arima,Y941,18.88,18.73,3216.15,0
Theta,Y941,114.9,205.57,28400.0,0
Prophet,Y941,84.07,58.08,9939.44,0
Last Value,Y942,14.89,15.64,9840.0,0
Mean Value,Y942,19.9,17.42,12855.0,0
Random Walk,Y942,29.64,23.02,17531.58,0
Arima,Y942,15.34,14.97,10103.53,0
Theta,Y942,131.29,79.24,55210.0,0
Prophet,Y942,46.61,62.62,39126.74,0
Last Value,Y943,21.49,20.92,7400.0,0
Mean Value,Y943,51.97,75.91,23950.0,0
Random Walk,Y943,29.19,26.71,9723.19,0
Arima,Y943,19.68,20.24,6795.78,0
Theta,Y943,104.73,222.62,81700.0,0
Prophet,Y943,48.77,70.14,21942.58,0
Last Value,Y944,21.2,25.16,3040.0,0
Mean Value,Y944,35.73,46.4,5768.0,0
Random Walk,Y944,28.33,36.73,3583.03,0
Arima,Y944,17.34,19.01,2384.88,0
Theta,Y944,106.76,65.44,9790.0,0
Prophet,Y944,77.07,129.56,17093.08,0
Last Value,Y945,23.41,21.39,13200.0,0
Mean Value,Y945,19.78,19.99,11250.0,0
Random Walk,Y945,34.28,29.58,14334.7,0
Arima,Y945,31.64,26.75,15986.91,0
Theta,Y945,17.4,17.37,9500.0,0
Prophet,Y945,17.14,20.34,9681.87,0
Last Value,Y946,55.18,63.99,11000.0,0
Mean Value,Y946,117.09,411.67,39340.0,0
Random Walk,Y946,60.16,132.44,11211.78,0
Arima,Y946,47.14,46.88,9654.46,0
Theta,Y946,148.99,254.04,36900.0,0
Prophet,Y946,112.53,354.06,34243.47,0
Last Value,Y947,12.8,14.18,1570.0,0
Mean Value,Y947,94.57,182.3,21570.0,0
Random Walk,Y947,24.21,21.69,2334.2,0
Arima,Y947,24.54,21.64,2654.36,0
Theta,Y947,97.76,199.07,23520.0,0
Prophet,Y947,81.58,140.46,16559.4,0
Last Value,Y948,23.76,23.56,2680.0,0
Mean Value,Y948,100.56,217.7,21622.0,0
Random Walk,Y948,24.22,27.92,2044.37,0
Arima,Y948,29.09,33.56,3310.12,0
Theta,Y948,55.86,56.16,6250.0,0
Prophet,Y948,97.09,203.39,20147.73,0
Last Value,Y949,36.64,26.83,3140.0,0
Mean Value,Y949,94.28,202.5,8934.0,0
Random Walk,Y949,54.26,72.23,4218.99,0
Arima,Y949,182.68,120.87,7966.67,0
Theta,Y949,46.03,44.06,3680.0,0
Prophet,Y949,113.89,345.09,14667.95,0
Last Value,Y950,47.32,37.91,2339.0,0
Mean Value,Y950,117.58,290.06,17088.7,0
Random Walk,Y950,131.96,95.65,5918.07,0
Arima,Y950,69.85,51.44,3147.07,0
Theta,Y950,123.51,328.49,19480.0,0
Prophet,Y950,84.98,153.11,8902.6,0
Last Value,Y951,27.5,22.62,3348.0,0
Mean Value,Y951,19.19,18.95,2482.4,0
Random Walk,Y951,40.01,31.55,4457.25,0
Arima,Y951,53.02,40.35,5562.11,0
Theta,Y951,71.04,51.83,6843.0,0
Prophet,Y951,51.48,72.47,8346.95,0
Last Value,Y952,7.07,6.82,2836.8,0
Mean Value,Y952,30.68,26.6,11039.22,0
Random Walk,Y952,9.75,9.19,3835.49,0
Arima,Y952,4.99,4.87,2023.04,0
Theta,Y952,65.66,49.29,20426.4,0
Prophet,Y952,23.38,20.93,8688.15,0
Last Value,Y953,8.14,7.8,1230.67,0
Mean Value,Y953,56.9,44.29,6947.61,0
Random Walk,Y953,14.18,15.41,2439.0,0
Arima,Y953,1.32,1.31,105.44,0
Theta,Y953,98.19,65.82,10308.76,0
Prophet,Y953,28.2,24.7,3877.84,0
Last Value,Y954,32.45,26.0,5237.0,0
Mean Value,Y954,29.34,35.32,4930.0,0
Random Walk,Y954,7.8,8.97,663.7,0
Arima,Y954,32.81,26.06,5284.94,0
Theta,Y954,105.13,68.68,11318.0,0
Prophet,Y954,68.4,111.91,16310.02,0
Last Value,Y955,15.91,14.33,9020.0,0
Mean Value,Y955,51.24,40.56,24416.0,0
Random Walk,Y955,21.06,18.32,11555.12,0
Arima,Y955,12.55,11.49,7040.12,0
Theta,Y955,90.65,62.31,37130.0,0
Prophet,Y955,4.1,3.98,2113.72,0
Last Value,Y956,7.7,7.33,4280.0,0
Mean Value,Y956,50.38,40.2,22988.0,0
Random Walk,Y956,29.7,25.18,14506.36,0
Arima,Y956,1.8,1.78,784.42,0
Theta,Y956,81.84,58.05,33050.0,0
Prophet,Y956,4.23,4.33,1407.57,0
Last Value,Y957,11.55,10.75,7570.0,0
Mean Value,Y957,36.34,30.64,21061.0,0
Random Walk,Y957,14.5,13.34,9306.45,0
Arima,Y957,4.18,4.07,2077.12,0
Theta,Y957,66.83,50.02,34210.0,0
Prophet,Y957,2.35,2.34,1210.95,0
Last Value,Y958,2.78,2.73,330.0,0
Mean Value,Y958,23.36,20.91,2505.0,0
Random Walk,Y958,5.41,5.69,608.8,0
Arima,Y958,7.65,8.0,797.83,0
Theta,Y958,31.17,26.88,3210.0,0
Prophet,Y958,3.25,3.19,267.97,0
Last Value,Y959,3.1,3.02,1790.0,0
Mean Value,Y959,24.7,21.96,12744.29,0
Random Walk,Y959,8.34,7.89,4636.34,0
Arima,Y959,6.91,6.61,3881.85,0
Theta,Y959,43.18,35.5,20540.0,0
Prophet,Y959,5.18,5.32,2405.4,0
Last Value,Y960,22.52,25.57,2780.0,0
Mean Value,Y960,5.39,5.17,592.63,0
Random Walk,Y960,14.94,16.65,1785.68,0
Arima,Y960,11.78,12.74,1366.64,0
Theta,Y960,41.13,34.05,3760.0,0
Prophet,Y960,40.0,50.2,5510.94,0
Last Value,Y961,4.46,4.49,340.0,0
Mean Value,Y961,35.17,42.84,3226.0,0
Random Walk,Y961,12.68,13.7,845.39,0
Arima,Y961,7.11,6.69,507.19,0
Theta,Y961,46.75,61.3,4660.0,0
Prophet,Y961,24.33,27.91,2093.15,0
Last Value,Y962,2.45,2.43,310.0,0
Mean Value,Y962,10.34,9.81,1253.0,0
Random Walk,Y962,2.44,2.42,237.38,0
Arima,Y962,2.62,2.6,332.28,0
Theta,Y962,34.31,29.04,3710.0,0
Prophet,Y962,8.58,8.98,1138.84,0
Last Value,Y963,12.56,11.64,2360.0,0
Mean Value,Y963,31.39,27.0,5363.0,0
Random Walk,Y963,19.87,17.56,3570.86,0
Arima,Y963,12.21,11.34,2298.99,0
Theta,Y963,77.58,55.55,11000.0,0
Prophet,Y963,2.29,2.33,403.15,0
Last Value,Y964,9.88,9.16,1231.0,0
Mean Value,Y964,31.64,27.14,3499.6,0
Random Walk,Y964,16.25,14.42,1933.46,0
Arima,Y964,12.93,11.84,1577.64,0
Theta,Y964,55.75,43.54,5554.0,0
Prophet,Y964,3.76,3.74,413.43,0
Last Value,Y965,1.54,1.52,248.0,0
Mean Value,Y965,22.91,20.55,3313.6,0
Random Walk,Y965,5.19,5.02,772.81,0
Arima,Y965,5.79,6.0,740.1,0
Theta,Y965,37.81,31.75,5113.0,0
Prophet,Y965,7.3,7.63,1114.01,0
Last Value,Y966,16.4,18.1,3170.0,0
Mean Value,Y966,16.37,14.99,2747.89,0
Random Walk,Y966,24.67,28.5,5063.9,0
Arima,Y966,24.02,27.51,4868.59,0
Theta,Y966,83.29,58.61,10570.0,0
Prophet,Y966,31.56,37.7,6718.56,0
Last Value,Y967,14.91,16.91,3300.0,0
Mean Value,Y967,49.26,66.89,13854.0,0
Random Walk,Y967,16.44,19.21,3667.72,0
Arima,Y967,11.51,12.57,2476.31,0
Theta,Y967,13.12,12.51,2060.0,0
Prophet,Y967,78.7,131.61,27675.89,0
Last Value,Y968,33.08,27.25,2216.0,0
Mean Value,Y968,45.56,65.02,4055.2,0
Random Walk,Y968,47.68,34.92,2534.48,0
Arima,Y968,30.47,25.63,2070.25,0
Theta,Y968,15.03,16.0,977.0,0
Prophet,Y968,65.17,103.74,6764.36,0
Last Value,Y969,39.93,32.18,13800.0,0
Mean Value,Y969,20.9,22.36,7800.0,0
Random Walk,Y969,28.97,24.99,9841.89,0
Arima,Y969,32.27,28.41,11579.13,0
Theta,Y969,148.87,86.01,35400.0,0
Prophet,Y969,31.81,42.04,13504.77,0
Last Value,Y970,9.36,8.73,2280.0,0
Mean Value,Y970,27.53,24.04,6063.0,0
Random Walk,Y970,9.69,8.84,2314.98,0
Arima,Y970,11.23,10.39,2699.67,0
Theta,Y970,49.53,39.69,9870.0,0
Prophet,Y970,5.81,5.57,1285.67,0
Last Value,Y971,0.92,0.91,324.3,0
Mean Value,Y971,8.13,7.81,2776.06,0
Random Walk,Y971,1.4,1.4,498.54,0
Arima,Y971,0.9,0.9,319.01,0
Theta,Y971,17.76,16.29,5791.6,0
Prophet,Y971,20.52,18.61,6610.69,0
Last Value,Y972,0.8,0.8,154.7,0
Mean Value,Y972,8.25,7.93,1531.13,0
Random Walk,Y972,4.51,4.71,905.65,0
Arima,Y972,0.6,0.61,116.55,0
Theta,Y972,11.82,11.07,2140.7,0
Prophet,Y972,18.59,17.01,3284.19,0
Last Value,Y973,6.25,6.06,1021.9,0
Mean Value,Y973,19.94,18.13,3057.01,0
Random Walk,Y973,6.17,5.98,1007.84,0
Arima,Y973,6.08,5.9,994.46,0
Theta,Y973,22.51,26.78,4504.7,0
Prophet,Y973,12.37,11.65,1964.41,0
Last Value,Y974,42.52,38.72,2360.0,0
Mean Value,Y974,75.18,150.81,6615.0,0
Random Walk,Y974,37.82,41.11,1505.19,0
Arima,Y974,53.98,40.66,2861.41,0
Theta,Y974,80.42,81.69,4260.0,0
Prophet,Y974,90.02,198.72,9134.84,0
Last Value,Y975,2.04,2.01,264.2,0
Mean Value,Y975,39.5,32.98,4300.87,0
Random Walk,Y975,2.99,2.99,380.33,0
Arima,Y975,3.8,3.89,332.01,0
Theta,Y975,72.38,53.15,6928.1,0
Prophet,Y975,20.36,18.47,2410.05,0
Last Value,Y976,5.47,5.32,3078.4,0
Mean Value,Y976,28.41,24.87,14355.9,0
Random Walk,Y976,2.91,2.86,1631.97,0
Arima,Y976,2.39,2.36,1064.12,0
Theta,Y976,59.93,46.09,26578.9,0
Prophet,Y976,22.05,19.86,11462.89,0
Last Value,Y977,2.89,2.94,169.17,0
Mean Value,Y977,8.14,8.49,488.96,0
Random Walk,Y977,3.36,3.42,197.07,0
Arima,Y977,3.11,3.16,181.85,0
Theta,Y977,16.1,17.51,1008.96,0
Prophet,Y977,16.65,18.17,1046.75,0
Last Value,Y978,2.72,2.68,1505.5,0
Mean Value,Y978,16.42,15.17,8507.47,0
Random Walk,Y978,3.53,3.46,1942.56,0
Arima,Y978,3.17,3.11,1748.47,0
Theta,Y978,26.73,31.46,17705.6,0
Prophet,Y978,33.51,28.69,16087.91,0
Last Value,Y979,26.11,28.78,4100.0,0
Mean Value,Y979,101.24,223.99,30300.0,0
Random Walk,Y979,41.6,53.14,6853.72,0
Arima,Y979,72.52,138.55,17217.22,0
Theta,Y979,64.71,104.49,11800.0,0
Prophet,Y979,70.54,116.52,15638.6,0
Last Value,Y980,24.33,28.27,1350.0,0
Mean Value,Y980,107.71,235.45,11526.0,0
Random Walk,Y980,58.8,87.88,4281.41,0
Arima,Y980,17.98,20.27,957.17,0
Theta,Y980,85.95,90.74,4500.0,0
Prophet,Y980,124.55,332.31,16309.06,0
Last Value,Y981,4.28,4.19,1125.88,0
Mean Value,Y981,25.81,22.86,6129.28,0
Random Walk,Y981,3.43,3.49,940.24,0
Arima,Y981,4.38,4.28,1151.07,0
Theta,Y981,76.12,55.08,14757.76,0
Prophet,Y981,15.94,14.76,3958.89,0
Last Value,Y982,2.19,2.16,400.0,0
Mean Value,Y982,24.74,22.0,4020.0,0
Random Walk,Y982,3.09,3.17,398.09,0
Arima,Y982,5.44,5.26,970.8,0
Theta,Y982,55.43,43.39,7920.0,0
Prophet,Y982,13.16,14.11,2581.91,0
Last Value,Y983,0.93,0.93,220.0,0
Mean Value,Y983,3.25,3.3,779.0,0
Random Walk,Y983,1.86,1.84,428.2,0
Arima,Y983,0.86,0.86,203.21,0
Theta,Y983,3.25,3.18,670.0,0
Prophet,Y983,5.28,5.43,1281.4,0
Last Value,Y984,2.63,2.67,1480.0,0
Mean Value,Y984,8.09,8.43,4678.0,0
Random Walk,Y984,8.25,8.67,4814.19,0
Arima,Y984,4.37,4.47,2482.85,0
Theta,Y984,89.15,55.31,30770.0,0
Prophet,Y984,31.63,37.63,20896.58,0
Last Value,Y985,6.93,6.67,4760.0,0
Mean Value,Y985,55.11,43.19,30590.0,0
Random Walk,Y985,8.14,7.65,5023.92,0
Arima,Y985,4.62,4.5,3094.61,0
Theta,Y985,112.42,71.96,50930.0,0
Prophet,Y985,5.17,5.43,3487.86,0
Last Value,Y986,3.24,3.17,1690.0,0
Mean Value,Y986,16.07,14.86,7858.0,0
Random Walk,Y986,4.31,4.21,2238.73,0
Arima,Y986,3.69,3.77,1965.37,0
Theta,Y986,13.35,12.5,6610.0,0
Prophet,Y986,5.0,5.18,2692.4,0
Last Value,Y987,4.05,3.94,2589.8,0
Mean Value,Y987,53.57,42.24,27402.07,0
Random Walk,Y987,11.68,10.29,6615.99,0
Arima,Y987,0.51,0.51,329.02,0
Theta,Y987,93.32,63.63,41240.6,0
Prophet,Y987,27.57,24.22,15719.26,0
Last Value,Y988,3.97,3.89,552.0,0
Mean Value,Y988,31.76,27.4,3882.97,0
Random Walk,Y988,5.21,5.29,748.26,0
Arima,Y988,2.1,2.07,294.57,0
Theta,Y988,65.02,49.06,6951.0,0
Prophet,Y988,18.55,16.97,2405.49,0
Last Value,Y989,3.66,3.58,1190.4,0
Mean Value,Y989,41.58,34.41,11352.32,0
Random Walk,Y989,4.7,4.54,1475.09,0
Arima,Y989,2.67,2.72,576.99,0
Theta,Y989,85.45,59.87,19739.4,0
Prophet,Y989,26.17,23.13,7632.93,0
Last Value,Y990,15.25,16.84,1050.0,0
Mean Value,Y990,20.56,23.96,1474.0,0
Random Walk,Y990,35.25,47.86,2749.17,0
Arima,Y990,26.19,31.68,1960.55,0
Theta,Y990,13.29,11.81,890.0,0
Prophet,Y990,58.21,85.3,5462.26,0
Last Value,Y991,23.01,19.69,1400.0,0
Mean Value,Y991,17.17,20.52,1123.0,0
Random Walk,Y991,22.67,19.32,1377.35,0
Arima,Y991,20.46,18.14,1264.3,0
Theta,Y991,125.41,74.29,4970.0,0
Prophet,Y991,39.62,51.12,3083.79,0
Last Value,Y992,23.33,27.76,2200.0,0
Mean Value,Y992,91.01,174.08,14790.0,0
Random Walk,Y992,22.82,27.79,2230.99,0
Arima,Y992,29.85,37.41,2771.57,0
Theta,Y992,133.47,174.77,16000.0,0
Prophet,Y992,78.84,136.05,11492.26,0
Last Value,Y993,47.3,72.32,8180.0,0
Mean Value,Y993,90.81,186.52,23291.0,0
Random Walk,Y993,21.17,23.46,2727.08,0
Arima,Y993,44.27,66.78,7445.9,0
Theta,Y993,62.95,123.78,13500.0,0
Prophet,Y993,113.36,297.66,37489.08,0
Last Value,Y994,38.44,32.27,1567.0,0
Mean Value,Y994,51.62,84.04,2686.2,0
Random Walk,Y994,29.49,25.87,715.46,0
Arima,Y994,40.07,32.3,1614.94,0
Theta,Y994,39.83,51.88,1404.0,0
Prophet,Y994,66.76,116.04,3970.96,0
Last Value,Y995,73.89,125.14,2120.0,0
Mean Value,Y995,138.9,735.08,11496.0,0
Random Walk,Y995,148.02,153.7,2852.08,0
Arima,Y995,67.76,90.2,1877.64,0
Theta,Y995,167.22,1864.13,29460.0,0
Prophet,Y995,121.3,488.54,7389.4,0
Last Value,Y996,27.19,33.37,2394.0,0
Mean Value,Y996,84.12,169.17,13107.9,0
Random Walk,Y996,46.74,46.78,3633.75,0
Arima,Y996,28.63,32.12,2514.03,0
Theta,Y996,150.87,176.14,18030.0,0
